"team_api_id","team_fifa_api_id","team_long_name","team_short_name","id","date","buildupplayspeed","buildupplayspeedclass","buildupplaydribbling","buildupplaydribblingclass","buildupplaypassing","buildupplaypassingclass","buildupplaypositioningclass","chancecreationpassing","chancecreationpassingclass","chancecreationcrossing","chancecreationcrossingclass","chancecreationshooting","chancecreationshootingclass","chancecreationpositioningclass","defencepressure","defencepressureclass","defenceaggression","defenceaggressionclass","defenceteamwidth","defenceteamwidthclass","defencedefenderlineclass"
8576,614,"AC Ajaccio","AJA",13,"2013-09-20 00:00:00",59,"Balanced",NULL,"Little",52,"Mixed","Organised",48,"Normal",34,"Normal",52,"Normal","Organised",38,"Medium",47,"Press",53,"Normal","Cover"
8576,614,"AC Ajaccio","AJA",14,"2014-09-19 00:00:00",59,"Balanced",57,"Normal",52,"Mixed","Organised",48,"Normal",38,"Normal",52,"Normal","Organised",38,"Medium",47,"Press",53,"Normal","Cover"
8576,614,"AC Ajaccio","AJA",15,"2015-09-10 00:00:00",59,"Balanced",57,"Normal",52,"Mixed","Organised",48,"Normal",38,"Normal",52,"Normal","Organised",38,"Medium",47,"Press",53,"Normal","Cover"
8564,47,"Milan","ACM",16,"2010-02-22 00:00:00",45,"Balanced",NULL,"Little",30,"Short","Free Form",55,"Normal",45,"Normal",70,"Lots","Free Form",30,"Deep",35,"Press",60,"Normal","Offside Trap"
8564,47,"Milan","ACM",17,"2011-02-22 00:00:00",65,"Balanced",NULL,"Little",50,"Mixed","Organised",50,"Normal",60,"Normal",50,"Normal","Free Form",50,"Medium",50,"Press",50,"Normal","Offside Trap"
8564,47,"Milan","ACM",18,"2012-02-22 00:00:00",45,"Balanced",NULL,"Little",50,"Mixed","Organised",65,"Normal",20,"Little",50,"Normal","Free Form",45,"Medium",45,"Press",50,"Normal","Cover"
8564,47,"Milan","ACM",19,"2013-09-20 00:00:00",48,"Balanced",NULL,"Little",54,"Mixed","Organised",51,"Normal",53,"Normal",64,"Normal","Free Form",48,"Medium",49,"Press",53,"Normal","Cover"
8564,47,"Milan","ACM",20,"2014-09-19 00:00:00",48,"Balanced",70,"Lots",52,"Mixed","Organised",66,"Normal",36,"Normal",75,"Lots","Organised",58,"Medium",57,"Press",49,"Normal","Cover"
8564,47,"Milan","ACM",21,"2015-09-10 00:00:00",48,"Balanced",70,"Lots",52,"Mixed","Organised",66,"Normal",36,"Normal",69,"Lots","Organised",58,"Medium",57,"Press",49,"Normal","Cover"
10215,1901,"Académica de Coimbra","ACA",22,"2010-02-22 00:00:00",30,"Slow",NULL,"Little",30,"Short","Organised",50,"Normal",60,"Normal",55,"Normal","Organised",30,"Deep",30,"Contain",30,"Narrow","Offside Trap"
10215,1901,"Académica de Coimbra","ACA",23,"2011-02-22 00:00:00",30,"Slow",NULL,"Little",50,"Mixed","Organised",50,"Normal",50,"Normal",55,"Normal","Organised",30,"Deep",45,"Press",65,"Normal","Cover"
10215,1901,"Académica de Coimbra","ACA",24,"2012-02-22 00:00:00",45,"Balanced",NULL,"Little",44,"Mixed","Organised",55,"Normal",57,"Normal",60,"Normal","Organised",52,"Medium",38,"Press",61,"Normal","Cover"
10215,1901,"Académica de Coimbra","ACA",25,"2013-09-20 00:00:00",45,"Balanced",NULL,"Little",44,"Mixed","Organised",55,"Normal",57,"Normal",60,"Normal","Organised",52,"Medium",38,"Press",61,"Normal","Cover"
10215,1901,"Académica de Coimbra","ACA",26,"2014-09-19 00:00:00",52,"Balanced",53,"Normal",44,"Mixed","Organised",55,"Normal",51,"Normal",60,"Normal","Organised",39,"Medium",38,"Press",61,"Normal","Cover"
10215,1901,"Académica de Coimbra","ACA",27,"2015-09-10 00:00:00",53,"Balanced",53,"Normal",44,"Mixed","Organised",55,"Normal",51,"Normal",60,"Normal","Organised",39,"Medium",38,"Press",61,"Normal","Cover"
10217,650,"ADO Den Haag","HAA",28,"2010-02-22 00:00:00",30,"Slow",NULL,"Little",35,"Mixed","Organised",30,"Safe",50,"Normal",65,"Normal","Organised",30,"Deep",30,"Contain",30,"Narrow","Cover"
10217,650,"ADO Den Haag","HAA",29,"2011-02-22 00:00:00",53,"Balanced",NULL,"Little",53,"Mixed","Organised",48,"Normal",67,"Lots",66,"Normal","Organised",46,"Medium",62,"Press",65,"Normal","Cover"
10217,650,"ADO Den Haag","HAA",30,"2012-02-22 00:00:00",38,"Balanced",NULL,"Little",44,"Mixed","Organised",55,"Normal",60,"Normal",44,"Normal","Organised",50,"Medium",58,"Press",62,"Normal","Cover"
10217,650,"ADO Den Haag","HAA",31,"2013-09-20 00:00:00",38,"Balanced",NULL,"Little",47,"Mixed","Organised",55,"Normal",55,"Normal",44,"Normal","Organised",50,"Medium",58,"Press",52,"Normal","Cover"
10217,650,"ADO Den Haag","HAA",32,"2014-09-19 00:00:00",58,"Balanced",47,"Normal",55,"Mixed","Organised",55,"Normal",52,"Normal",44,"Normal","Organised",57,"Medium",50,"Press",52,"Normal","Cover"
10217,650,"ADO Den Haag","HAA",33,"2015-09-10 00:00:00",56,"Balanced",40,"Normal",66,"Mixed","Organised",55,"Normal",52,"Normal",38,"Normal","Organised",40,"Medium",50,"Press",52,"Normal","Cover"
8593,245,"Ajax","AJA",34,"2010-02-22 00:00:00",30,"Slow",NULL,"Little",30,"Short","Free Form",50,"Normal",60,"Normal",70,"Lots","Organised",30,"Deep",30,"Contain",30,"Narrow","Cover"
8593,245,"Ajax","AJA",35,"2011-02-22 00:00:00",40,"Balanced",NULL,"Little",38,"Mixed","Free Form",67,"Risky",65,"Normal",67,"Lots","Organised",65,"Medium",57,"Press",63,"Normal","Cover"
8593,245,"Ajax","AJA",36,"2012-02-22 00:00:00",31,"Slow",NULL,"Little",33,"Short","Organised",39,"Normal",64,"Normal",46,"Normal","Free Form",68,"High",65,"Press",60,"Normal","Cover"
8593,245,"Ajax","AJA",37,"2013-09-20 00:00:00",35,"Balanced",NULL,"Little",33,"Short","Free Form",39,"Normal",52,"Normal",46,"Normal","Free Form",68,"High",65,"Press",50,"Normal","Cover"
8593,245,"Ajax","AJA",38,"2014-09-19 00:00:00",40,"Balanced",40,"Normal",30,"Short","Organised",51,"Normal",55,"Normal",39,"Normal","Free Form",64,"Medium",53,"Press",64,"Normal","Cover"
8593,245,"Ajax","AJA",39,"2015-09-10 00:00:00",35,"Balanced",43,"Normal",39,"Mixed","Organised",58,"Normal",55,"Normal",30,"Little","Free Form",64,"Medium",53,"Press",59,"Normal","Cover"
9865,1861,"UD Almería","ALM",40,"2010-02-22 00:00:00",65,"Balanced",NULL,"Little",45,"Mixed","Organised",45,"Normal",45,"Normal",70,"Lots","Organised",70,"High",65,"Press",30,"Narrow","Cover"
9865,1861,"UD Almería","ALM",41,"2011-02-22 00:00:00",55,"Balanced",NULL,"Little",53,"Mixed","Organised",57,"Normal",54,"Normal",69,"Lots","Organised",58,"Medium",68,"Double",67,"Wide","Cover"
9865,1861,"UD Almería","ALM",42,"2012-02-22 00:00:00",42,"Balanced",NULL,"Little",70,"Long","Organised",57,"Normal",54,"Normal",40,"Normal","Organised",37,"Medium",53,"Press",45,"Normal","Cover"
9865,1861,"UD Almería","ALM",43,"2013-09-20 00:00:00",46,"Balanced",NULL,"Little",65,"Mixed","Organised",57,"Normal",54,"Normal",40,"Normal","Organised",37,"Medium",53,"Press",45,"Normal","Cover"
9865,1861,"UD Almería","ALM",44,"2014-09-19 00:00:00",46,"Balanced",41,"Normal",65,"Mixed","Organised",57,"Normal",54,"Normal",40,"Normal","Organised",37,"Medium",53,"Press",45,"Normal","Cover"
9865,1861,"UD Almería","ALM",45,"2015-09-10 00:00:00",46,"Balanced",41,"Normal",65,"Mixed","Organised",57,"Normal",54,"Normal",40,"Normal","Organised",37,"Medium",53,"Press",45,"Normal","Cover"
8635,229,"RSC Anderlecht","AND",46,"2010-02-22 00:00:00",50,"Balanced",NULL,"Little",35,"Mixed","Organised",70,"Risky",50,"Normal",60,"Normal","Organised",70,"High",50,"Press",70,"Wide","Cover"
8635,229,"RSC Anderlecht","AND",47,"2011-02-22 00:00:00",50,"Balanced",NULL,"Little",52,"Mixed","Free Form",70,"Risky",50,"Normal",60,"Normal","Organised",70,"High",50,"Press",70,"Wide","Offside Trap"
8635,229,"RSC Anderlecht","AND",48,"2012-02-22 00:00:00",52,"Balanced",NULL,"Little",41,"Mixed","Organised",53,"Normal",57,"Normal",47,"Normal","Organised",45,"Medium",43,"Press",52,"Normal","Cover"
8635,229,"RSC Anderlecht","AND",49,"2013-09-20 00:00:00",52,"Balanced",NULL,"Little",41,"Mixed","Organised",68,"Risky",67,"Lots",47,"Normal","Organised",60,"Medium",43,"Press",65,"Normal","Cover"
8635,229,"RSC Anderlecht","AND",50,"2014-09-19 00:00:00",52,"Balanced",46,"Normal",51,"Mixed","Organised",60,"Normal",53,"Normal",47,"Normal","Organised",60,"Medium",50,"Press",65,"Normal","Cover"
8635,229,"RSC Anderlecht","AND",51,"2015-09-10 00:00:00",52,"Balanced",46,"Normal",51,"Mixed","Organised",60,"Normal",53,"Normal",47,"Normal","Organised",53,"Medium",50,"Press",61,"Normal","Cover"
8121,1530,"Angers SCO","ANG",52,"2010-02-22 00:00:00",45,"Balanced",NULL,"Little",35,"Mixed","Organised",35,"Normal",50,"Normal",60,"Normal","Organised",30,"Deep",55,"Press",30,"Narrow","Offside Trap"
8121,1530,"Angers SCO","ANG",53,"2011-02-22 00:00:00",65,"Balanced",NULL,"Little",50,"Mixed","Organised",50,"Normal",65,"Normal",65,"Normal","Organised",45,"Medium",45,"Press",50,"Normal","Cover"
8121,1530,"Angers SCO","ANG",54,"2012-02-22 00:00:00",50,"Balanced",NULL,"Little",50,"Mixed","Organised",52,"Normal",52,"Normal",48,"Normal","Organised",44,"Medium",44,"Press",51,"Normal","Cover"
8121,1530,"Angers SCO","ANG",55,"2013-09-20 00:00:00",50,"Balanced",NULL,"Little",50,"Mixed","Organised",52,"Normal",52,"Normal",48,"Normal","Organised",44,"Medium",44,"Press",51,"Normal","Cover"
8121,1530,"Angers SCO","ANG",56,"2014-09-19 00:00:00",48,"Balanced",61,"Normal",50,"Mixed","Organised",40,"Normal",52,"Normal",48,"Normal","Organised",44,"Medium",44,"Press",51,"Normal","Cover"
8121,1530,"Angers SCO","ANG",57,"2015-09-10 00:00:00",48,"Balanced",61,"Normal",50,"Mixed","Organised",40,"Normal",52,"Normal",48,"Normal","Organised",44,"Medium",44,"Press",51,"Normal","Cover"
8322,111082,"Arka Gdynia","ARK",58,"2010-02-22 00:00:00",30,"Slow",NULL,"Little",45,"Mixed","Organised",45,"Normal",35,"Normal",70,"Lots","Organised",65,"Medium",70,"Double",70,"Wide","Cover"
8322,111082,"Arka Gdynia","ARK",59,"2011-02-22 00:00:00",46,"Balanced",NULL,"Little",37,"Mixed","Organised",33,"Safe",62,"Normal",52,"Normal","Organised",47,"Medium",48,"Press",45,"Normal","Cover"
108893,111989,"AC Arles-Avignon","ARL",60,"2010-02-22 00:00:00",50,"Balanced",NULL,"Little",65,"Mixed","Organised",30,"Safe",35,"Normal",30,"Little","Organised",30,"Deep",50,"Press",35,"Normal","Cover"
108893,111989,"AC Arles-Avignon","ARL",61,"2011-02-22 00:00:00",50,"Balanced",NULL,"Little",65,"Mixed","Organised",35,"Normal",35,"Normal",35,"Normal","Organised",25,"Deep",45,"Press",35,"Normal","Cover"
108893,111989,"AC Arles-Avignon","ARL",62,"2012-02-22 00:00:00",23,"Slow",NULL,"Little",33,"Short","Organised",49,"Normal",40,"Normal",43,"Normal","Organised",44,"Medium",32,"Contain",36,"Normal","Cover"
108893,111989,"AC Arles-Avignon","ARL",63,"2013-09-20 00:00:00",41,"Balanced",NULL,"Little",48,"Mixed","Organised",58,"Normal",40,"Normal",43,"Normal","Organised",39,"Medium",43,"Press",58,"Normal","Cover"
108893,111989,"AC Arles-Avignon","ARL",64,"2014-09-19 00:00:00",39,"Balanced",48,"Normal",54,"Mixed","Organised",49,"Normal",40,"Normal",43,"Normal","Organised",44,"Medium",53,"Press",57,"Normal","Cover"
108893,111989,"AC Arles-Avignon","ARL",65,"2015-09-10 00:00:00",56,"Balanced",46,"Normal",54,"Mixed","Organised",55,"Normal",40,"Normal",43,"Normal","Organised",48,"Medium",53,"Press",57,"Normal","Cover"
9912,159,"DSC Arminia Bielefeld","BIE",66,"2010-02-22 00:00:00",40,"Balanced",NULL,"Little",65,"Mixed","Organised",45,"Normal",70,"Lots",50,"Normal","Organised",45,"Medium",40,"Press",50,"Normal","Cover"
9912,159,"DSC Arminia Bielefeld","BIE",67,"2011-02-22 00:00:00",46,"Balanced",NULL,"Little",58,"Mixed","Organised",45,"Normal",33,"Little",42,"Normal","Organised",38,"Medium",48,"Press",50,"Normal","Cover"
9912,159,"DSC Arminia Bielefeld","BIE",68,"2014-09-19 00:00:00",62,"Balanced",49,"Normal",55,"Mixed","Organised",56,"Normal",51,"Normal",52,"Normal","Organised",36,"Medium",54,"Press",48,"Normal","Cover"
158085,112513,"FC Arouca","ARO",69,"2014-09-19 00:00:00",69,"Fast",66,"Normal",39,"Mixed","Organised",55,"Normal",59,"Normal",46,"Normal","Organised",35,"Medium",37,"Press",37,"Normal","Cover"
158085,112513,"FC Arouca","ARO",70,"2015-09-10 00:00:00",65,"Balanced",66,"Normal",39,"Mixed","Organised",55,"Normal",59,"Normal",46,"Normal","Organised",37,"Medium",39,"Press",37,"Normal","Cover"
9825,1,"Arsenal","ARS",71,"2010-02-22 00:00:00",66,"Balanced",NULL,"Little",30,"Short","Free Form",30,"Safe",45,"Normal",35,"Normal","Free Form",30,"Deep",40,"Press",50,"Normal","Cover"
9825,1,"Arsenal","ARS",72,"2011-02-22 00:00:00",75,"Fast",NULL,"Little",40,"Mixed","Free Form",40,"Normal",45,"Normal",65,"Normal","Free Form",50,"Medium",40,"Press",45,"Normal","Cover"
9825,1,"Arsenal","ARS",73,"2012-02-22 00:00:00",25,"Slow",NULL,"Little",32,"Short","Organised",41,"Normal",34,"Normal",30,"Little","Free Form",57,"Medium",57,"Press",52,"Normal","Cover"
9825,1,"Arsenal","ARS",74,"2013-09-20 00:00:00",30,"Slow",NULL,"Little",29,"Short","Organised",41,"Normal",55,"Normal",39,"Normal","Free Form",64,"Medium",54,"Press",52,"Normal","Cover"
9825,1,"Arsenal","ARS",75,"2014-09-19 00:00:00",59,"Balanced",51,"Normal",26,"Short","Organised",28,"Safe",55,"Normal",64,"Normal","Free Form",51,"Medium",44,"Press",52,"Normal","Cover"
9825,1,"Arsenal","ARS",76,"2015-09-10 00:00:00",59,"Balanced",51,"Normal",30,"Short","Organised",28,"Safe",44,"Normal",46,"Normal","Free Form",51,"Medium",44,"Press",52,"Normal","Cover"
10252,2,"Aston Villa","AVL",77,"2010-02-22 00:00:00",70,"Fast",NULL,"Little",59,"Mixed","Organised",65,"Normal",70,"Lots",50,"Normal","Free Form",30,"Deep",70,"Double",30,"Narrow","Cover"
10252,2,"Aston Villa","AVL",78,"2011-02-22 00:00:00",65,"Balanced",NULL,"Little",50,"Mixed","Organised",45,"Normal",55,"Normal",50,"Normal","Organised",35,"Medium",45,"Press",65,"Normal","Cover"
10252,2,"Aston Villa","AVL",79,"2012-02-22 00:00:00",67,"Fast",NULL,"Little",58,"Mixed","Organised",44,"Normal",60,"Normal",56,"Normal","Organised",43,"Medium",50,"Press",52,"Normal","Cover"
10252,2,"Aston Villa","AVL",80,"2013-09-20 00:00:00",63,"Balanced",NULL,"Little",59,"Mixed","Organised",52,"Normal",55,"Normal",34,"Normal","Organised",39,"Medium",41,"Press",54,"Normal","Cover"
10252,2,"Aston Villa","AVL",81,"2014-09-19 00:00:00",66,"Balanced",32,"Little",72,"Long","Organised",63,"Normal",48,"Normal",56,"Normal","Organised",39,"Medium",42,"Press",52,"Normal","Cover"
10252,2,"Aston Villa","AVL",82,"2015-09-10 00:00:00",63,"Balanced",37,"Normal",54,"Mixed","Organised",60,"Normal",48,"Normal",38,"Normal","Organised",35,"Medium",44,"Press",54,"Normal","Cover"
8524,39,"Atalanta","ATA",83,"2010-02-22 00:00:00",35,"Balanced",NULL,"Little",40,"Mixed","Organised",35,"Normal",30,"Little",55,"Normal","Organised",30,"Deep",30,"Contain",55,"Normal","Offside Trap"
8524,39,"Atalanta","ATA",84,"2011-02-22 00:00:00",65,"Balanced",NULL,"Little",50,"Mixed","Organised",50,"Normal",65,"Normal",55,"Normal","Organised",45,"Medium",55,"Press",65,"Normal","Cover"
8524,39,"Atalanta","ATA",85,"2012-02-22 00:00:00",40,"Balanced",NULL,"Little",50,"Mixed","Organised",53,"Normal",47,"Normal",50,"Normal","Organised",55,"Medium",42,"Press",50,"Normal","Cover"
8524,39,"Atalanta","ATA",86,"2013-09-20 00:00:00",64,"Balanced",NULL,"Little",36,"Mixed","Organised",38,"Normal",49,"Normal",51,"Normal","Free Form",54,"Medium",53,"Press",49,"Normal","Cover"
8524,39,"Atalanta","ATA",87,"2014-09-19 00:00:00",64,"Balanced",45,"Normal",37,"Mixed","Organised",38,"Normal",49,"Normal",51,"Normal","Organised",36,"Medium",66,"Press",49,"Normal","Cover"
8524,39,"Atalanta","ATA",88,"2015-09-10 00:00:00",64,"Balanced",45,"Normal",37,"Mixed","Organised",38,"Normal",49,"Normal",51,"Normal","Organised",36,"Medium",63,"Press",49,"Normal","Cover"
8315,448,"Athletic Club de Bilbao","BIL",89,"2010-02-22 00:00:00",60,"Balanced",NULL,"Little",45,"Mixed","Organised",35,"Normal",70,"Lots",55,"Normal","Organised",30,"Deep",70,"Double",35,"Normal","Cover"
8315,448,"Athletic Club de Bilbao","BIL",90,"2011-02-22 00:00:00",70,"Fast",NULL,"Little",69,"Long","Organised",55,"Normal",72,"Lots",57,"Normal","Organised",48,"Medium",67,"Double",55,"Normal","Cover"
8315,448,"Athletic Club de Bilbao","BIL",91,"2012-02-22 00:00:00",42,"Balanced",NULL,"Little",59,"Mixed","Organised",36,"Normal",78,"Lots",59,"Normal","Organised",37,"Medium",60,"Press",68,"Wide","Cover"
8315,448,"Athletic Club de Bilbao","BIL",92,"2013-09-20 00:00:00",46,"Balanced",NULL,"Little",38,"Mixed","Organised",52,"Normal",73,"Lots",37,"Normal","Free Form",37,"Medium",60,"Press",68,"Wide","Cover"
8315,448,"Athletic Club de Bilbao","BIL",93,"2014-09-19 00:00:00",46,"Balanced",41,"Normal",38,"Mixed","Organised",52,"Normal",68,"Lots",37,"Normal","Organised",37,"Medium",60,"Press",65,"Normal","Cover"
8315,448,"Athletic Club de Bilbao","BIL",94,"2015-09-10 00:00:00",46,"Balanced",46,"Normal",39,"Mixed","Organised",50,"Normal",60,"Normal",36,"Normal","Free Form",49,"Medium",57,"Press",50,"Normal","Cover"
9906,240,"Atlético Madrid","AMA",95,"2010-02-22 00:00:00",64,"Balanced",NULL,"Little",30,"Short","Free Form",65,"Normal",50,"Normal",70,"Lots","Free Form",70,"High",34,"Press",55,"Normal","Offside Trap"
9906,240,"Atlético Madrid","AMA",96,"2011-02-22 00:00:00",57,"Balanced",NULL,"Little",54,"Mixed","Organised",58,"Normal",69,"Lots",79,"Lots","Organised",58,"Medium",48,"Press",54,"Normal","Cover"
9906,240,"Atlético Madrid","AMA",97,"2012-02-22 00:00:00",47,"Balanced",NULL,"Little",51,"Mixed","Organised",67,"Risky",63,"Normal",54,"Normal","Organised",52,"Medium",37,"Press",55,"Normal","Cover"
9906,240,"Atlético Madrid","AMA",98,"2013-09-20 00:00:00",47,"Balanced",NULL,"Little",51,"Mixed","Organised",70,"Risky",65,"Normal",54,"Normal","Organised",52,"Medium",37,"Press",55,"Normal","Cover"
9906,240,"Atlético Madrid","AMA",99,"2014-09-19 00:00:00",47,"Balanced",52,"Normal",51,"Mixed","Organised",67,"Risky",67,"Lots",54,"Normal","Organised",52,"Medium",37,"Press",55,"Normal","Cover"
9906,240,"Atlético Madrid","AMA",100,"2015-09-10 00:00:00",57,"Balanced",50,"Normal",50,"Mixed","Organised",61,"Normal",62,"Normal",49,"Normal","Organised",49,"Medium",42,"Press",52,"Normal","Cover"
8406,100409,"FC Augsburg","AUG",101,"2010-02-22 00:00:00",45,"Balanced",NULL,"Little",45,"Mixed","Organised",35,"Normal",70,"Lots",70,"Lots","Organised",45,"Medium",55,"Press",45,"Normal","Cover"
8406,100409,"FC Augsburg","AUG",102,"2011-02-22 00:00:00",68,"Fast",NULL,"Little",40,"Mixed","Organised",52,"Normal",64,"Normal",72,"Lots","Organised",59,"Medium",49,"Press",42,"Normal","Cover"
8406,100409,"FC Augsburg","AUG",103,"2012-02-22 00:00:00",55,"Balanced",NULL,"Little",55,"Mixed","Organised",49,"Normal",57,"Normal",55,"Normal","Organised",47,"Medium",58,"Press",56,"Normal","Cover"
8406,100409,"FC Augsburg","AUG",104,"2013-09-20 00:00:00",40,"Balanced",NULL,"Little",55,"Mixed","Organised",49,"Normal",72,"Lots",53,"Normal","Organised",33,"Deep",43,"Press",52,"Normal","Cover"
8406,100409,"FC Augsburg","AUG",105,"2014-09-19 00:00:00",62,"Balanced",38,"Normal",69,"Long","Organised",41,"Normal",63,"Normal",56,"Normal","Organised",47,"Medium",55,"Press",52,"Normal","Cover"
8406,100409,"FC Augsburg","AUG",106,"2015-09-10 00:00:00",59,"Balanced",51,"Normal",55,"Mixed","Organised",49,"Normal",62,"Normal",55,"Normal","Organised",34,"Medium",50,"Press",59,"Normal","Cover"
8583,57,"AJ Auxerre","AUX",107,"2010-02-22 00:00:00",30,"Slow",NULL,"Little",70,"Long","Organised",35,"Normal",65,"Normal",35,"Normal","Organised",30,"Deep",55,"Press",30,"Narrow","Cover"
8583,57,"AJ Auxerre","AUX",108,"2011-02-22 00:00:00",35,"Balanced",NULL,"Little",65,"Mixed","Organised",35,"Normal",65,"Normal",50,"Normal","Organised",35,"Medium",45,"Press",65,"Normal","Cover"
8583,57,"AJ Auxerre","AUX",109,"2012-02-22 00:00:00",64,"Balanced",NULL,"Little",49,"Mixed","Organised",51,"Normal",63,"Normal",50,"Normal","Organised",34,"Medium",45,"Press",36,"Normal","Cover"
8583,57,"AJ Auxerre","AUX",110,"2013-09-20 00:00:00",64,"Balanced",NULL,"Little",49,"Mixed","Organised",51,"Normal",63,"Normal",50,"Normal","Organised",34,"Medium",45,"Press",41,"Normal","Cover"
8583,57,"AJ Auxerre","AUX",111,"2014-09-19 00:00:00",64,"Balanced",55,"Normal",49,"Mixed","Organised",51,"Normal",63,"Normal",50,"Normal","Organised",34,"Medium",45,"Press",36,"Normal","Cover"
8583,57,"AJ Auxerre","AUX",112,"2015-09-10 00:00:00",64,"Balanced",55,"Normal",49,"Mixed","Organised",51,"Normal",63,"Normal",50,"Normal","Organised",34,"Medium",45,"Press",40,"Normal","Cover"
10229,1906,"AZ","ALK",113,"2010-02-22 00:00:00",55,"Balanced",NULL,"Little",45,"Mixed","Organised",40,"Normal",30,"Little",60,"Normal","Organised",30,"Deep",30,"Contain",50,"Normal","Cover"
10229,1906,"AZ","ALK",114,"2011-02-22 00:00:00",45,"Balanced",NULL,"Little",31,"Short","Organised",45,"Normal",74,"Lots",66,"Normal","Organised",60,"Medium",50,"Press",65,"Normal","Cover"
10229,1906,"AZ","ALK",115,"2012-02-22 00:00:00",46,"Balanced",NULL,"Little",36,"Mixed","Organised",47,"Normal",48,"Normal",52,"Normal","Organised",60,"Medium",65,"Press",59,"Normal","Cover"
10229,1906,"AZ","ALK",116,"2013-09-20 00:00:00",62,"Balanced",NULL,"Little",40,"Mixed","Organised",67,"Risky",48,"Normal",52,"Normal","Organised",50,"Medium",65,"Press",59,"Normal","Cover"
10229,1906,"AZ","ALK",117,"2014-09-19 00:00:00",52,"Balanced",38,"Normal",46,"Mixed","Organised",60,"Normal",56,"Normal",52,"Normal","Free Form",50,"Medium",61,"Press",55,"Normal","Cover"
10229,1906,"AZ","ALK",118,"2015-09-10 00:00:00",50,"Balanced",46,"Normal",58,"Mixed","Organised",67,"Risky",56,"Normal",50,"Normal","Organised",50,"Medium",61,"Press",55,"Normal","Cover"
8634,241,"FC Barcelona","BAR",119,"2010-02-22 00:00:00",42,"Balanced",NULL,"Little",30,"Short","Free Form",65,"Normal",40,"Normal",70,"Lots","Free Form",70,"High",30,"Contain",70,"Wide","Offside Trap"
8634,241,"FC Barcelona","BAR",120,"2011-02-22 00:00:00",43,"Balanced",NULL,"Little",34,"Mixed","Free Form",59,"Normal",25,"Little",68,"Lots","Free Form",67,"High",43,"Press",68,"Wide","Cover"
