"id","country_id","season","stage","date","match_api_id","home_team_api_id","away_team_api_id","home_team_goal","away_team_goal","league_name","country_name","home_team_ln","home_team_sn","away_team_ln","away_team_sn","match_winner_id","match_winner"
36,1,"2008/2009",12,"2008-11-14 00:00:00",492590,10001,9991,3,2,"Belgium Jupiler League","Belgium","KVC Westerlo","WES","KAA Gent","GEN",10001,"WES"
37,1,"2008/2009",13,"2008-11-22 00:00:00",492591,8635,10001,2,0,"Belgium Jupiler League","Belgium","RSC Anderlecht","AND","KVC Westerlo","WES",8635,"AND"
38,1,"2008/2009",13,"2008-11-22 00:00:00",492592,9985,9996,3,1,"Belgium Jupiler League","Belgium","Standard de Liège","STL","Royal Excel Mouscron","MOU",9985,"STL"
39,1,"2008/2009",13,"2008-11-22 00:00:00",492622,9998,8342,1,2,"Belgium Jupiler League","Belgium","RAEC Mons","MON","Club Brugge KV","CLB",8342,"CLB"
40,1,"2008/2009",13,"2008-11-22 00:00:00",492623,9986,4049,3,2,"Belgium Jupiler League","Belgium","Sporting Charleroi","CHA","Tubize","TUB",9986,"CHA"
41,1,"2008/2009",13,"2008-11-22 00:00:00",492624,9984,8203,2,1,"Belgium Jupiler League","Belgium","KSV Cercle Brugge","CEB","KV Mechelen","MEC",9984,"CEB"
42,1,"2008/2009",13,"2008-11-23 00:00:00",492628,9991,9987,2,3,"Belgium Jupiler League","Belgium","KAA Gent","GEN","KRC Genk","GEN",9987,"GEN"
43,1,"2008/2009",13,"2008-11-22 00:00:00",492631,9999,7947,2,2,"Belgium Jupiler League","Belgium","KSV Roeselare","ROS","FCV Dender EH","DEN",0,"draw"
44,1,"2008/2009",13,"2008-12-16 00:00:00",492636,8571,10000,1,0,"Belgium Jupiler League","Belgium","KV Kortrijk","KOR","SV Zulte-Waregem","ZUL",8571,"KOR"
45,1,"2008/2009",13,"2008-11-22 00:00:00",492638,9993,9994,0,2,"Belgium Jupiler League","Belgium","Beerschot AC","BAC","Sporting Lokeren","LOK",9994,"LOK"
46,1,"2008/2009",14,"2008-11-30 00:00:00",492649,8342,9993,3,0,"Belgium Jupiler League","Belgium","Club Brugge KV","CLB","Beerschot AC","BAC",8342,"CLB"
47,1,"2008/2009",14,"2008-11-29 00:00:00",492651,9987,9984,3,2,"Belgium Jupiler League","Belgium","KRC Genk","GEN","KSV Cercle Brugge","CEB",9987,"GEN"
48,1,"2008/2009",14,"2008-11-29 00:00:00",492658,10000,9986,4,2,"Belgium Jupiler League","Belgium","SV Zulte-Waregem","ZUL","Sporting Charleroi","CHA",10000,"ZUL"
49,1,"2008/2009",14,"2008-11-29 00:00:00",492662,9991,9999,4,0,"Belgium Jupiler League","Belgium","KAA Gent","GEN","KSV Roeselare","ROS",9991,"GEN"
50,1,"2008/2009",14,"2008-11-28 00:00:00",492664,7947,8635,0,2,"Belgium Jupiler League","Belgium","FCV Dender EH","DEN","RSC Anderlecht","AND",8635,"AND"
51,1,"2008/2009",14,"2008-11-30 00:00:00",492666,8203,9985,0,0,"Belgium Jupiler League","Belgium","KV Mechelen","MEC","Standard de Liège","STL",0,"draw"
52,1,"2008/2009",14,"2008-11-29 00:00:00",492670,9996,9994,2,0,"Belgium Jupiler League","Belgium","Royal Excel Mouscron","MOU","Sporting Lokeren","LOK",9996,"MOU"
53,1,"2008/2009",14,"2008-11-29 00:00:00",492674,4049,8571,3,3,"Belgium Jupiler League","Belgium","Tubize","TUB","KV Kortrijk","KOR",0,"draw"
54,1,"2008/2009",14,"2008-11-29 00:00:00",492677,10001,9998,2,1,"Belgium Jupiler League","Belgium","KVC Westerlo","WES","RAEC Mons","MON",10001,"WES"
55,1,"2008/2009",15,"2008-12-06 00:00:00",492683,8635,4049,5,1,"Belgium Jupiler League","Belgium","RSC Anderlecht","AND","Tubize","TUB",8635,"AND"
56,1,"2008/2009",15,"2008-12-06 00:00:00",492686,9985,10000,1,2,"Belgium Jupiler League","Belgium","Standard de Liège","STL","SV Zulte-Waregem","ZUL",10000,"ZUL"
57,1,"2008/2009",15,"2008-12-06 00:00:00",492689,9998,7947,5,2,"Belgium Jupiler League","Belgium","RAEC Mons","MON","FCV Dender EH","DEN",9998,"MON"
58,1,"2008/2009",15,"2008-12-06 00:00:00",492692,9986,8203,1,2,"Belgium Jupiler League","Belgium","Sporting Charleroi","CHA","KV Mechelen","MEC",8203,"MEC"
59,1,"2008/2009",15,"2008-12-05 00:00:00",492693,9984,9991,3,1,"Belgium Jupiler League","Belgium","KSV Cercle Brugge","CEB","KAA Gent","GEN",9984,"CEB"
60,1,"2008/2009",15,"2008-12-07 00:00:00",492696,9994,8342,2,0,"Belgium Jupiler League","Belgium","Sporting Lokeren","LOK","Club Brugge KV","CLB",9994,"LOK"
61,1,"2008/2009",15,"2008-12-06 00:00:00",492699,9999,10001,1,0,"Belgium Jupiler League","Belgium","KSV Roeselare","ROS","KVC Westerlo","WES",9999,"ROS"
62,1,"2008/2009",15,"2008-12-07 00:00:00",492702,8571,9987,3,1,"Belgium Jupiler League","Belgium","KV Kortrijk","KOR","KRC Genk","GEN",8571,"KOR"
63,1,"2008/2009",15,"2008-12-06 00:00:00",492706,9993,9996,3,0,"Belgium Jupiler League","Belgium","Beerschot AC","BAC","Royal Excel Mouscron","MOU",9993,"BAC"
64,1,"2008/2009",16,"2008-12-14 00:00:00",492709,8342,9985,1,4,"Belgium Jupiler League","Belgium","Club Brugge KV","CLB","Standard de Liège","STL",9985,"STL"
65,1,"2008/2009",16,"2008-12-13 00:00:00",492713,9987,9986,1,0,"Belgium Jupiler League","Belgium","KRC Genk","GEN","Sporting Charleroi","CHA",9987,"GEN"
66,1,"2008/2009",16,"2008-12-13 00:00:00",492717,10000,9996,2,1,"Belgium Jupiler League","Belgium","SV Zulte-Waregem","ZUL","Royal Excel Mouscron","MOU",10000,"ZUL"
67,1,"2008/2009",16,"2008-12-13 00:00:00",492720,9991,8571,1,1,"Belgium Jupiler League","Belgium","KAA Gent","GEN","KV Kortrijk","KOR",0,"draw"
68,1,"2008/2009",16,"2008-12-13 00:00:00",492722,7947,9994,1,1,"Belgium Jupiler League","Belgium","FCV Dender EH","DEN","Sporting Lokeren","LOK",0,"draw"
69,1,"2008/2009",16,"2008-12-12 00:00:00",492724,8203,9993,2,1,"Belgium Jupiler League","Belgium","KV Mechelen","MEC","Beerschot AC","BAC",8203,"MEC"
70,1,"2008/2009",16,"2008-12-14 00:00:00",492728,9999,8635,0,3,"Belgium Jupiler League","Belgium","KSV Roeselare","ROS","RSC Anderlecht","AND",8635,"AND"
71,1,"2008/2009",16,"2008-12-13 00:00:00",492734,4049,9998,2,1,"Belgium Jupiler League","Belgium","Tubize","TUB","RAEC Mons","MON",4049,"TUB"
72,1,"2008/2009",16,"2008-12-13 00:00:00",492735,10001,9984,1,2,"Belgium Jupiler League","Belgium","KVC Westerlo","WES","KSV Cercle Brugge","CEB",9984,"CEB"
73,1,"2008/2009",17,"2008-12-19 00:00:00",492742,8635,9987,2,0,"Belgium Jupiler League","Belgium","RSC Anderlecht","AND","KRC Genk","GEN",8635,"AND"
74,1,"2008/2009",17,"2008-12-21 00:00:00",492745,9985,9991,2,1,"Belgium Jupiler League","Belgium","Standard de Liège","STL","KAA Gent","GEN",9985,"STL"
75,1,"2008/2009",17,"2008-12-20 00:00:00",492746,9998,10000,2,2,"Belgium Jupiler League","Belgium","RAEC Mons","MON","SV Zulte-Waregem","ZUL",0,"draw"
76,1,"2008/2009",17,"2008-12-20 00:00:00",492749,9986,7947,2,0,"Belgium Jupiler League","Belgium","Sporting Charleroi","CHA","FCV Dender EH","DEN",9986,"CHA"
77,1,"2008/2009",17,"2008-12-20 00:00:00",492753,9984,9999,4,3,"Belgium Jupiler League","Belgium","KSV Cercle Brugge","CEB","KSV Roeselare","ROS",9984,"CEB"
78,1,"2008/2009",17,"2008-12-20 00:00:00",492757,9994,8203,2,2,"Belgium Jupiler League","Belgium","Sporting Lokeren","LOK","KV Mechelen","MEC",0,"draw"
79,1,"2008/2009",17,"2008-12-20 00:00:00",492758,9996,8342,5,1,"Belgium Jupiler League","Belgium","Royal Excel Mouscron","MOU","Club Brugge KV","CLB",9996,"MOU"
80,1,"2008/2009",17,"2008-12-21 00:00:00",492760,8571,10001,0,0,"Belgium Jupiler League","Belgium","KV Kortrijk","KOR","KVC Westerlo","WES",0,"draw"
81,1,"2008/2009",17,"2008-12-20 00:00:00",492763,9993,4049,2,0,"Belgium Jupiler League","Belgium","Beerschot AC","BAC","Tubize","TUB",9993,"BAC"
82,1,"2008/2009",18,"2009-01-18 00:00:00",492769,9993,9987,4,1,"Belgium Jupiler League","Belgium","Beerschot AC","BAC","KRC Genk","GEN",9993,"BAC"
83,1,"2008/2009",18,"2009-01-17 00:00:00",492772,9994,10000,2,1,"Belgium Jupiler League","Belgium","Sporting Lokeren","LOK","SV Zulte-Waregem","ZUL",9994,"LOK"
84,1,"2008/2009",18,"2009-01-16 00:00:00",492775,8635,9984,1,2,"Belgium Jupiler League","Belgium","RSC Anderlecht","AND","KSV Cercle Brugge","CEB",9984,"CEB"
85,1,"2008/2009",18,"2009-01-17 00:00:00",492779,9998,9991,1,2,"Belgium Jupiler League","Belgium","RAEC Mons","MON","KAA Gent","GEN",9991,"GEN"
86,1,"2008/2009",18,"2009-01-17 00:00:00",492781,9985,7947,3,2,"Belgium Jupiler League","Belgium","Standard de Liège","STL","FCV Dender EH","DEN",9985,"STL"
87,1,"2008/2009",18,"2009-01-17 00:00:00",492782,8342,8203,3,0,"Belgium Jupiler League","Belgium","Club Brugge KV","CLB","KV Mechelen","MEC",8342,"CLB"
88,1,"2008/2009",18,"2009-01-17 00:00:00",492785,8571,9999,2,1,"Belgium Jupiler League","Belgium","KV Kortrijk","KOR","KSV Roeselare","ROS",8571,"KOR"
89,1,"2008/2009",18,"2009-01-17 00:00:00",492789,9996,4049,1,1,"Belgium Jupiler League","Belgium","Royal Excel Mouscron","MOU","Tubize","TUB",0,"draw"
90,1,"2008/2009",18,"2009-01-18 00:00:00",492792,9986,10001,1,2,"Belgium Jupiler League","Belgium","Sporting Charleroi","CHA","KVC Westerlo","WES",10001,"WES"
91,1,"2008/2009",19,"2009-01-25 00:00:00",492798,10000,8342,3,1,"Belgium Jupiler League","Belgium","SV Zulte-Waregem","ZUL","Club Brugge KV","CLB",10000,"ZUL"
92,1,"2008/2009",19,"2009-02-18 00:00:00",492801,9991,8635,1,2,"Belgium Jupiler League","Belgium","KAA Gent","GEN","RSC Anderlecht","AND",8635,"AND"
93,1,"2008/2009",19,"2009-01-25 00:00:00",492804,10001,9985,0,1,"Belgium Jupiler League","Belgium","KVC Westerlo","WES","Standard de Liège","STL",9985,"STL"
94,1,"2008/2009",19,"2009-01-24 00:00:00",492805,9987,9998,2,0,"Belgium Jupiler League","Belgium","KRC Genk","GEN","RAEC Mons","MON",9987,"GEN"
95,1,"2008/2009",19,"2009-01-24 00:00:00",492807,9999,9986,3,1,"Belgium Jupiler League","Belgium","KSV Roeselare","ROS","Sporting Charleroi","CHA",9999,"ROS"
96,1,"2008/2009",19,"2009-01-24 00:00:00",492810,4049,9994,2,1,"Belgium Jupiler League","Belgium","Tubize","TUB","Sporting Lokeren","LOK",4049,"TUB"
97,1,"2008/2009",19,"2009-01-24 00:00:00",492814,8203,9996,2,2,"Belgium Jupiler League","Belgium","KV Mechelen","MEC","Royal Excel Mouscron","MOU",0,"draw"
98,1,"2008/2009",19,"2009-01-24 00:00:00",492817,9984,8571,0,1,"Belgium Jupiler League","Belgium","KSV Cercle Brugge","CEB","KV Kortrijk","KOR",8571,"KOR"
99,1,"2008/2009",19,"2009-01-24 00:00:00",492819,7947,9993,0,1,"Belgium Jupiler League","Belgium","FCV Dender EH","DEN","Beerschot AC","BAC",9993,"BAC"
100,1,"2008/2009",2,"2008-10-29 00:00:00",492482,8342,10000,2,0,"Belgium Jupiler League","Belgium","Club Brugge KV","CLB","SV Zulte-Waregem","ZUL",8342,"CLB"
101,1,"2008/2009",2,"2008-08-23 00:00:00",492483,8635,9991,2,2,"Belgium Jupiler League","Belgium","RSC Anderlecht","AND","KAA Gent","GEN",0,"draw"
102,1,"2008/2009",2,"2008-08-23 00:00:00",492484,9985,10001,3,0,"Belgium Jupiler League","Belgium","Standard de Liège","STL","KVC Westerlo","WES",9985,"STL"
103,1,"2008/2009",2,"2008-08-24 00:00:00",492485,9998,9987,3,1,"Belgium Jupiler League","Belgium","RAEC Mons","MON","KRC Genk","GEN",9998,"MON"
104,1,"2008/2009",2,"2008-08-23 00:00:00",492486,9986,9999,1,0,"Belgium Jupiler League","Belgium","Sporting Charleroi","CHA","KSV Roeselare","ROS",9986,"CHA"
105,1,"2008/2009",2,"2008-08-23 00:00:00",492487,9994,4049,4,1,"Belgium Jupiler League","Belgium","Sporting Lokeren","LOK","Tubize","TUB",9994,"LOK"
106,1,"2008/2009",2,"2008-08-23 00:00:00",492488,9996,8203,3,1,"Belgium Jupiler League","Belgium","Royal Excel Mouscron","MOU","KV Mechelen","MEC",9996,"MOU"
107,1,"2008/2009",2,"2008-08-23 00:00:00",492489,8571,9984,2,1,"Belgium Jupiler League","Belgium","KV Kortrijk","KOR","KSV Cercle Brugge","CEB",8571,"KOR"
108,1,"2008/2009",2,"2008-08-23 00:00:00",492490,9993,7947,1,1,"Belgium Jupiler League","Belgium","Beerschot AC","BAC","FCV Dender EH","DEN",0,"draw"
109,1,"2008/2009",20,"2009-01-31 00:00:00",492822,8571,8635,1,3,"Belgium Jupiler League","Belgium","KV Kortrijk","KOR","RSC Anderlecht","AND",8635,"AND"
110,1,"2008/2009",20,"2009-02-01 00:00:00",492844,9994,9987,1,2,"Belgium Jupiler League","Belgium","Sporting Lokeren","LOK","KRC Genk","GEN",9987,"GEN"
111,1,"2008/2009",20,"2009-01-31 00:00:00",492845,9998,9984,1,1,"Belgium Jupiler League","Belgium","RAEC Mons","MON","KSV Cercle Brugge","CEB",0,"draw"
112,1,"2008/2009",20,"2009-02-01 00:00:00",492847,9986,9991,2,5,"Belgium Jupiler League","Belgium","Sporting Charleroi","CHA","KAA Gent","GEN",9991,"GEN"
113,1,"2008/2009",20,"2009-01-31 00:00:00",492849,9996,7947,0,2,"Belgium Jupiler League","Belgium","Royal Excel Mouscron","MOU","FCV Dender EH","DEN",7947,"DEN"
114,1,"2008/2009",20,"2009-01-31 00:00:00",492851,10000,8203,1,1,"Belgium Jupiler League","Belgium","SV Zulte-Waregem","ZUL","KV Mechelen","MEC",0,"draw"
115,1,"2008/2009",20,"2009-01-31 00:00:00",492853,9985,9999,3,0,"Belgium Jupiler League","Belgium","Standard de Liège","STL","KSV Roeselare","ROS",9985,"STL"
116,1,"2008/2009",20,"2009-01-31 00:00:00",492856,8342,4049,3,1,"Belgium Jupiler League","Belgium","Club Brugge KV","CLB","Tubize","TUB",8342,"CLB"
117,1,"2008/2009",20,"2009-01-31 00:00:00",492858,9993,10001,2,1,"Belgium Jupiler League","Belgium","Beerschot AC","BAC","KVC Westerlo","WES",9993,"BAC"
118,1,"2008/2009",21,"2009-02-07 00:00:00",492989,7947,8342,0,2,"Belgium Jupiler League","Belgium","FCV Dender EH","DEN","Club Brugge KV","CLB",8342,"CLB"
119,1,"2008/2009",21,"2009-02-06 00:00:00",492990,8571,9985,0,2,"Belgium Jupiler League","Belgium","KV Kortrijk","KOR","Standard de Liège","STL",9985,"STL"
120,1,"2008/2009",21,"2009-02-07 00:00:00",492991,8635,9998,3,2,"Belgium Jupiler League","Belgium","RSC Anderlecht","AND","RAEC Mons","MON",8635,"AND"
121,1,"2008/2009",21,"2009-02-07 00:00:00",492992,9987,10000,1,2,"Belgium Jupiler League","Belgium","KRC Genk","GEN","SV Zulte-Waregem","ZUL",10000,"ZUL"
122,1,"2008/2009",21,"2009-02-08 00:00:00",492993,9984,9986,2,2,"Belgium Jupiler League","Belgium","KSV Cercle Brugge","CEB","Sporting Charleroi","CHA",0,"draw"
123,1,"2008/2009",21,"2009-02-08 00:00:00",492994,10001,9994,1,0,"Belgium Jupiler League","Belgium","KVC Westerlo","WES","Sporting Lokeren","LOK",10001,"WES"
124,1,"2008/2009",21,"2009-02-07 00:00:00",492995,4049,8203,1,5,"Belgium Jupiler League","Belgium","Tubize","TUB","KV Mechelen","MEC",8203,"MEC"
125,1,"2008/2009",21,"2009-02-07 00:00:00",492996,9991,9996,2,0,"Belgium Jupiler League","Belgium","KAA Gent","GEN","Royal Excel Mouscron","MOU",9991,"GEN"
126,1,"2008/2009",21,"2009-02-07 00:00:00",492997,9999,9993,2,2,"Belgium Jupiler League","Belgium","KSV Roeselare","ROS","Beerschot AC","BAC",0,"draw"
127,1,"2008/2009",22,"2009-02-15 00:00:00",492998,9986,8635,0,1,"Belgium Jupiler League","Belgium","Sporting Charleroi","CHA","RSC Anderlecht","AND",8635,"AND"
128,1,"2008/2009",22,"2009-02-15 00:00:00",492999,8342,9987,0,2,"Belgium Jupiler League","Belgium","Club Brugge KV","CLB","KRC Genk","GEN",9987,"GEN"
129,1,"2008/2009",22,"2009-02-14 00:00:00",493000,9993,9984,1,1,"Belgium Jupiler League","Belgium","Beerschot AC","BAC","KSV Cercle Brugge","CEB",0,"draw"
130,1,"2008/2009",22,"2009-02-14 00:00:00",493001,8203,9991,3,3,"Belgium Jupiler League","Belgium","KV Mechelen","MEC","KAA Gent","GEN",0,"draw"
131,1,"2008/2009",22,"2009-02-14 00:00:00",493002,10000,7947,1,0,"Belgium Jupiler League","Belgium","SV Zulte-Waregem","ZUL","FCV Dender EH","DEN",10000,"ZUL"
132,1,"2008/2009",22,"2009-02-14 00:00:00",493003,9994,9999,2,1,"Belgium Jupiler League","Belgium","Sporting Lokeren","LOK","KSV Roeselare","ROS",9994,"LOK"
133,1,"2008/2009",22,"2009-02-14 00:00:00",493004,9998,8571,1,1,"Belgium Jupiler League","Belgium","RAEC Mons","MON","KV Kortrijk","KOR",0,"draw"
134,1,"2008/2009",22,"2009-02-14 00:00:00",493005,9985,4049,4,0,"Belgium Jupiler League","Belgium","Standard de Liège","STL","Tubize","TUB",9985,"STL"
135,1,"2008/2009",22,"2009-02-14 00:00:00",493006,9996,10001,0,0,"Belgium Jupiler League","Belgium","Royal Excel Mouscron","MOU","KVC Westerlo","WES",0,"draw"
136,1,"2008/2009",23,"2009-02-22 00:00:00",493007,10001,8342,1,1,"Belgium Jupiler League","Belgium","KVC Westerlo","WES","Club Brugge KV","CLB",0,"draw"
137,1,"2008/2009",23,"2009-02-22 00:00:00",493008,8635,9985,4,2,"Belgium Jupiler League","Belgium","RSC Anderlecht","AND","Standard de Liège","STL",8635,"AND"
138,1,"2008/2009",23,"2009-02-21 00:00:00",493009,9999,9998,3,2,"Belgium Jupiler League","Belgium","KSV Roeselare","ROS","RAEC Mons","MON",9999,"ROS"
139,1,"2008/2009",23,"2009-02-21 00:00:00",493010,4049,10000,0,6,"Belgium Jupiler League","Belgium","Tubize","TUB","SV Zulte-Waregem","ZUL",10000,"ZUL"
140,1,"2008/2009",23,"2009-02-21 00:00:00",493011,8571,9986,1,1,"Belgium Jupiler League","Belgium","KV Kortrijk","KOR","Sporting Charleroi","CHA",0,"draw"
141,1,"2008/2009",23,"2009-02-21 00:00:00",493012,9984,9994,0,0,"Belgium Jupiler League","Belgium","KSV Cercle Brugge","CEB","Sporting Lokeren","LOK",0,"draw"
142,1,"2008/2009",23,"2009-02-21 00:00:00",493013,7947,8203,1,2,"Belgium Jupiler League","Belgium","FCV Dender EH","DEN","KV Mechelen","MEC",8203,"MEC"
143,1,"2008/2009",23,"2009-02-20 00:00:00",493014,9987,9996,1,1,"Belgium Jupiler League","Belgium","KRC Genk","GEN","Royal Excel Mouscron","MOU",0,"draw"
144,1,"2008/2009",23,"2009-02-21 00:00:00",493015,9991,9993,1,3,"Belgium Jupiler League","Belgium","KAA Gent","GEN","Beerschot AC","BAC",9993,"BAC"
145,1,"2008/2009",24,"2009-02-28 00:00:00",493016,9996,8635,1,1,"Belgium Jupiler League","Belgium","Royal Excel Mouscron","MOU","RSC Anderlecht","AND",0,"draw"
146,1,"2008/2009",24,"2009-02-27 00:00:00",493017,8203,9987,2,1,"Belgium Jupiler League","Belgium","KV Mechelen","MEC","KRC Genk","GEN",8203,"MEC"
147,1,"2008/2009",24,"2009-02-28 00:00:00",493018,9986,9998,3,0,"Belgium Jupiler League","Belgium","Sporting Charleroi","CHA","RAEC Mons","MON",9986,"CHA"
148,1,"2008/2009",24,"2009-03-01 00:00:00",493019,9985,9984,4,0,"Belgium Jupiler League","Belgium","Standard de Liège","STL","KSV Cercle Brugge","CEB",9985,"STL"
149,1,"2008/2009",24,"2009-03-01 00:00:00",493020,9994,9991,0,1,"Belgium Jupiler League","Belgium","Sporting Lokeren","LOK","KAA Gent","GEN",9991,"GEN"
150,1,"2008/2009",24,"2009-02-28 00:00:00",493021,8342,9999,2,1,"Belgium Jupiler League","Belgium","Club Brugge KV","CLB","KSV Roeselare","ROS",8342,"CLB"
151,1,"2008/2009",24,"2009-02-28 00:00:00",493022,9993,8571,3,0,"Belgium Jupiler League","Belgium","Beerschot AC","BAC","KV Kortrijk","KOR",9993,"BAC"
